#{"t_start": 1737121099.5422232, "env_id": "None"}
r,l,t,invalid_share
0.0,100,80.086574,0.07
0.0,100,80.1387,0.14
0.0,100,80.192593,0.1
0.0,100,80.242788,0.17
0.0,100,80.294936,0.13
0.0,100,80.346208,0.12
0.0,100,80.400391,0.12
0.0,100,80.455043,0.14
0.0,100,80.50795,0.1
0.0,100,80.558058,0.14
0.0,100,80.607469,0.16
0.0,100,80.657973,0.17
-1.0,100,80.711601,0.15
0.0,100,80.763438,0.15
0.0,100,80.815966,0.13
0.0,100,80.866587,0.12
0.0,100,80.920309,0.1
0.0,100,80.976338,0.21
0.0,100,81.031621,0.08
0.0,100,81.807233,0.08
0.0,100,81.860614,0.09
0.0,100,81.912528,0.19
0.0,100,81.965566,0.19
-1.0,100,82.050898,0.18
0.0,100,82.103847,0.12
0.0,100,82.160799,0.27
0.0,100,82.218859,0.13
0.0,100,82.274653,0.17
0.0,100,82.328486,0.1
0.0,100,82.381753,0.17
0.0,100,82.434006,0.11
-1.0,100,82.490159,0.12
0.0,100,82.546893,0.23
0.0,100,82.60315,0.17
-1.0,100,82.696483,0.06
0.0,100,82.752609,0.12
0.0,100,82.819609,0.16
0.0,100,82.885564,0.14
0.0,100,82.941184,0.15
0.0,100,82.995611,0.17
0.0,100,83.672738,0.15
-1.0,100,83.726985,0.18
-1.0,100,83.779872,0.14
0.0,100,83.833868,0.19
0.0,100,83.887636,0.14
0.0,100,83.940729,0.12
0.0,100,83.992293,0.19
-1.0,100,84.044188,0.07
0.0,100,84.09696,0.08
0.0,100,84.148556,0.14
0.0,100,84.201849,0.11
0.0,100,84.252571,0.13
0.0,100,84.303418,0.13
0.0,100,84.35338,0.13
0.0,100,84.402207,0.2
0.0,100,84.451797,0.13
0.0,100,84.501034,0.12
0.0,100,84.552112,0.12
0.0,100,84.603174,0.14
0.0,100,84.654535,0.16
0.0,100,85.404043,0.19
0.0,100,85.455957,0.17
0.0,100,85.508652,0.1
0.0,100,85.560705,0.19
0.0,100,85.611026,0.18
0.0,100,85.660835,0.13
0.0,100,85.713418,0.24
0.0,100,85.76464,0.14
0.0,100,85.818209,0.17
0.0,100,85.874767,0.16
0.0,100,85.931638,0.05
0.0,100,85.985815,0.13
0.0,100,86.043182,0.17
0.0,100,86.097864,0.11
0.0,100,86.151168,0.17
0.0,100,86.204528,0.14
0.0,100,86.259205,0.18
0.0,100,86.315137,0.1
0.0,100,86.37035,0.16
-1.0,100,86.426217,0.11
0.0,100,86.477973,0.18
0.0,100,87.226365,0.19
0.0,100,87.277539,0.22
0.0,100,87.328864,0.19
0.0,100,87.379754,0.16
0.0,100,87.429931,0.15
0.0,100,87.47906,0.15
0.0,100,87.528135,0.15
0.0,100,87.578705,0.12
0.0,100,87.628092,0.08
-1.0,100,87.681179,0.22
-1.0,100,87.734949,0.16
-1.0,100,87.788938,0.15
0.0,100,87.844089,0.16
0.0,100,87.901031,0.12
0.0,100,87.955664,0.17
-1.0,100,88.009085,0.14
0.0,100,88.060891,0.2
0.0,100,88.112526,0.14
-1.0,100,88.164189,0.13
0.0,100,88.217418,0.17
