#{"t_start": 1737121517.4763908, "env_id": "None"}
r,l,t,invalid_share
-407.9,100,75.893798,0.11
-55.4,100,75.954157,0.03
-50.7,100,76.01781,0.05
-51.0,100,76.079504,0.01
-50.5,100,76.144033,0.08
-76.1,100,76.207626,0.07
-552.4,100,76.271052,0.08
-83.6,100,76.331348,0.05
-46.5,100,76.391654,0.04
-137.1,100,76.450883,0.06
-53.4,100,76.51547,0.02
-57.7,100,76.594197,0.02
-52.1,100,76.655156,0.0
-109.4,100,77.210727,0.05
-46.9,100,77.274655,0.05
-58.8,100,77.338213,0.05
-50.4,100,77.399905,0.04
-47.0,100,77.460538,0.03
-57.1,100,77.523898,0.06
-63.0,100,77.585006,0.09
-67.5,100,77.645615,0.01
-58.8,100,77.707554,0.03
-41.8,100,77.775708,0.02
-39.4,100,77.840892,0.05
-44.3,100,77.907162,0.08
-37.5,100,77.977966,0.04
-52.3,100,78.046315,0.03
-37.4,100,78.112374,0.03
-40.7,100,78.17673,0.0
-30.8,100,78.239749,0.03
-50.1,100,78.302713,0.09
-26.8,100,78.363708,0.03
-44.1,100,78.427799,0.06
-47.5,100,78.48976,0.04
-37.9,100,79.076221,0.04
-29.2,100,79.139475,0.04
-42.2,100,79.203173,0.0
-36.9,100,79.265259,0.02
-65.3,100,79.327193,0.01
-49.8,100,79.387427,0.03
-53.0,100,79.447771,0.01
-74.4,100,79.51109,0.04
-382.3,100,79.573829,0.08
-44.4,100,79.641988,0.04
-33.7,100,79.709023,0.02
-76.7,100,79.77819,0.07
-40.4,100,79.847497,0.02
-31.0,100,79.91466,0.05
-48.3,100,79.981434,0.03
-73.6,100,80.049402,0.05
-34.1,100,80.112625,0.03
-41.9,100,80.175817,0.05
-44.7,100,80.238769,0.04
-29.3,100,80.301223,0.07
-43.7,100,80.99649,0.03
-48.5,100,81.061521,0.03
-37.0,100,81.124919,0.01
-28.0,100,81.188691,0.02
-55.0,100,81.250921,0.02
-52.5,100,81.315569,0.02
-51.7,100,81.377066,0.03
-28.3,100,81.438436,0.02
-45.1,100,81.502454,0.04
-44.9,100,81.566451,0.0
-52.4,100,81.630952,0.0
-50.4,100,81.692023,0.02
-25.4,100,81.768862,0.02
-40.8,100,81.832057,0.02
-43.2,100,81.893259,0.02
-50.4,100,81.953727,0.01
-28.1,100,82.020732,0.03
-54.2,100,82.08347,0.08
-48.1,100,82.14775,0.03
-50.9,100,82.211138,0.02
-33.6,100,82.274221,0.0
-34.2,100,82.872714,0.02
-37.7,100,82.936112,0.03
-48.5,100,82.999408,0.01
-31.8,100,83.063718,0.02
-36.4,100,83.123673,0.02
-33.5,100,83.184664,0.0
-117.9,100,83.245701,0.05
-44.0,100,83.308066,0.03
-58.8,100,83.370052,0.0
-44.6,100,83.432931,0.02
-53.3,100,83.501031,0.02
-48.6,100,83.565827,0.03
-31.8,100,83.631587,0.0
-36.0,100,83.693629,0.03
-34.1,100,83.76112,0.06
-55.9,100,83.839258,0.02
-43.6,100,83.904787,0.05
-37.8,100,83.968704,0.0
-30.1,100,84.034158,0.02
-50.9,100,84.098621,0.04
-22.0,100,84.810382,0.0
-66.4,100,84.872649,0.01
-134.7,100,84.93615,0.0
-40.4,100,85.000875,0.01
-37.6,100,85.067141,0.01
-28.3,100,85.129071,0.02
-42.4,100,85.189759,0.01
-45.3,100,85.253439,0.01
-27.7,100,85.319141,0.0
-33.4,100,85.381103,0.0
-32.2,100,85.441844,0.02
-35.9,100,85.505383,0.01
-39.9,100,85.567709,0.02
-32.9,100,85.628286,0.01
-777.1,100,85.687595,0.07
-46.6,100,85.747824,0.02
-120.5,100,85.80905,0.03
-22.1,100,85.871129,0.0
-44.1,100,85.931974,0.03
-47.0,100,85.992454,0.02
-47.0,100,86.057126,0.03
-54.3,100,86.607868,0.0
-27.9,100,86.67107,0.02
-29.8,100,86.733637,0.01
-39.4,100,86.794975,0.01
-41.8,100,86.857671,0.01
-27.7,100,86.919416,0.04
-56.0,100,86.979566,0.03
-30.1,100,87.044863,0.0
-36.5,100,87.10691,0.01
-26.6,100,87.170723,0.0
-30.8,100,87.234212,0.01
-45.4,100,87.295401,0.01
-45.6,100,87.358911,0.0
-35.6,100,87.420472,0.0
-71.8,100,87.480443,0.02
-35.7,100,87.544881,0.0
-75.8,100,87.605461,0.01
-42.2,100,87.665597,0.03
-34.4,100,87.726016,0.03
-36.0,100,87.785895,0.05
