#{"t_start": 1737106724.9083571, "env_id": "None"}
r,l,t
-215.2,100,108.103814
-182.1,100,108.169681
-145.3,100,108.231305
-150.4,100,108.292842
-166.5,100,108.3543
-283.0,100,108.414875
-271.0,100,109.110232
-159.8,100,109.175415
-328.2,100,109.237931
-219.2,100,109.300539
-218.7,100,109.361047
-162.6,100,109.422118
-164.4,100,109.486159
-232.3,100,109.547675
-196.5,100,109.612416
-189.3,100,109.674092
-236.4,100,109.7351
-227.6,100,109.797903
-237.7,100,109.862628
-234.3,100,109.927638
-249.1,100,109.990485
-285.4,100,110.050859
-136.0,100,110.116639
-164.2,100,110.178421
-192.8,100,110.243777
-189.0,100,110.303795
-149.1,100,110.95416
-263.1,100,111.018302
-215.8,100,111.084362
-282.4,100,111.14883
-228.5,100,111.210938
-272.2,100,111.285008
-231.1,100,111.346178
-138.2,100,111.407398
-398.5,100,111.469072
-263.0,100,111.531386
-262.6,100,111.594432
-221.9,100,111.656816
-241.0,100,111.719815
-200.5,100,111.784919
-234.2,100,111.849543
-158.1,100,111.911881
-170.1,100,111.974011
-129.2,100,112.036793
-180.7,100,112.101116
-143.5,100,112.16337
-290.4,100,112.224807
-217.2,100,112.840339
-152.3,100,112.904558
-262.9,100,112.968721
-244.5,100,113.031954
-210.3,100,113.094738
-148.7,100,113.158549
-297.5,100,113.219029
-174.6,100,113.279976
-175.5,100,113.341253
-225.3,100,113.401801
-125.1,100,113.463368
-396.5,100,113.524811
-214.1,100,113.589238
-295.4,100,113.653472
-194.0,100,113.718145
-142.2,100,113.780789
-308.1,100,113.841351
-202.1,100,113.902059
-319.8,100,113.96268
-227.0,100,114.025914
-267.4,100,114.675759
-201.0,100,114.740945
-215.5,100,114.804764
-258.4,100,114.868108
-247.4,100,114.929895
-268.7,100,114.991139
-222.0,100,115.054129
-355.6,100,115.118954
-159.4,100,115.181207
-318.1,100,115.241976
-416.0,100,115.301374
-291.5,100,115.362009
-345.4,100,115.423726
-214.5,100,115.488862
-264.7,100,115.553333
-207.8,100,115.619042
-211.8,100,115.680817
-262.8,100,115.741538
-218.6,100,115.802202
-235.4,100,115.863763
-243.7,100,115.924647
-194.5,100,116.578263
-203.5,100,116.643378
-310.0,100,116.706273
-159.7,100,116.768578
-181.1,100,116.83105
-316.9,100,116.891631
-169.8,100,116.952968
-154.0,100,117.016425
-231.6,100,117.079595
-276.6,100,117.143528
-168.6,100,117.205829
-291.6,100,117.266116
-216.2,100,117.329925
-232.5,100,117.39505
-158.6,100,117.458351
-159.6,100,117.522106
-312.5,100,117.585437
-330.0,100,117.64918
-142.2,100,117.711429
-179.1,100,117.772915
-206.5,100,118.413802
-169.9,100,118.479411
-190.5,100,118.557537
-225.4,100,118.623659
-192.1,100,118.685861
-261.4,100,118.747052
-250.8,100,118.808208
-182.6,100,118.869801
-257.9,100,118.930145
-158.5,100,118.991796
-215.1,100,119.055108
-226.3,100,119.11987
-124.9,100,119.184146
-151.5,100,119.248793
-226.0,100,119.313568
-287.2,100,119.374832
-276.1,100,119.435417
-273.1,100,119.495878
-232.2,100,119.558956
-297.6,100,119.623014
-171.9,100,119.685513
-177.6,100,120.33214
-144.9,100,120.397178
-186.8,100,120.46205
-175.0,100,120.524602
-173.3,100,120.588993
-237.0,100,120.653262
-162.0,100,120.714691
-185.0,100,120.775462
-268.7,100,120.836035
-413.1,100,120.895193
-225.9,100,120.958064
-266.2,100,121.024554
-252.9,100,121.092872
-286.0,100,121.161144
-270.2,100,121.227313
-173.7,100,121.294175
-237.5,100,121.361545
-248.4,100,121.42655
-254.6,100,121.488911
-163.3,100,121.552399
-167.8,100,122.283763
-256.3,100,122.349544
-360.4,100,122.41523
-326.5,100,122.482579
-177.5,100,122.54913
-214.0,100,122.618213
-268.1,100,122.730091
-165.6,100,122.795677
-219.0,100,122.860575
-124.8,100,122.925142
-189.4,100,122.989943
-215.8,100,123.054914
-246.8,100,123.120662
-149.6,100,123.188709
-224.2,100,123.256959
-187.1,100,123.32339
-316.9,100,123.38653
-486.8,100,123.447203
-194.3,100,123.508168
-170.0,100,123.571728
-231.0,100,123.636418
-176.4,100,124.53446
-174.5,100,124.605449
-288.1,100,124.678047
-215.8,100,124.747229
-395.8,100,124.813901
-194.6,100,124.879602
-213.6,100,124.943148
-161.0,100,125.006589
-232.0,100,125.069781
-240.3,100,125.135885
-147.2,100,125.202558
-216.2,100,125.266037
-244.9,100,125.328132
-187.8,100,125.389916
-166.5,100,125.450642
-221.1,100,125.512059
-148.8,100,125.573951
-188.9,100,125.639165
-200.6,100,125.701508
-304.2,100,125.762459
-258.2,100,126.445376
-212.5,100,126.510233
-207.0,100,126.574872
-200.1,100,126.641046
-206.4,100,126.703677
-404.9,100,126.764011
-293.4,100,126.824682
-130.7,100,126.886154
-318.4,100,126.946807
-283.2,100,127.00829
-231.9,100,127.070082
-244.4,100,127.138825
-144.1,100,127.205735
-188.8,100,127.27032
-200.5,100,127.33368
-285.7,100,127.404043
-239.9,100,127.47203
-325.1,100,127.543558
-155.8,100,127.613915
-131.7,100,127.683277
-196.5,100,127.752858
-199.5,100,128.583754
-306.7,100,128.65017
-248.5,100,128.714702
-232.7,100,128.776957
-212.8,100,128.838272
-185.8,100,128.903525
-243.3,100,128.965305
-119.0,100,129.026487
-190.7,100,129.088313
-277.1,100,129.154114
-174.4,100,129.215381
-329.4,100,129.278033
-187.0,100,129.345873
-174.9,100,129.412049
-259.3,100,129.480688
-231.2,100,129.549882
-196.6,100,129.618937
-263.9,100,129.68305
-145.8,100,129.746628
-318.2,100,129.80771
-139.6,100,130.451034
-164.6,100,130.517006
-200.9,100,130.584594
-155.5,100,130.653365
-143.5,100,130.718927
-167.7,100,130.784628
-299.2,100,130.847684
-129.7,100,130.911981
-196.7,100,130.977055
-227.5,100,131.042923
-167.3,100,131.11107
-212.1,100,131.178709
-206.1,100,131.244041
-173.2,100,131.307332
-175.6,100,131.368644
-152.2,100,131.429827
-145.5,100,131.491174
-208.6,100,131.551778
-176.4,100,131.614512
-225.3,100,131.679291
-212.0,100,131.74107
-132.7,100,132.428397
-174.4,100,132.493891
-219.3,100,132.557352
-231.8,100,132.620863
-126.3,100,132.684415
-258.0,100,132.745554
-295.0,100,132.807282
-159.9,100,132.868765
-175.6,100,132.930279
-211.1,100,132.991039
-291.0,100,133.052042
-184.5,100,133.11363
-187.0,100,133.179422
-275.7,100,133.240552
-210.8,100,133.302517
-209.9,100,133.370055
-159.1,100,133.436212
-248.8,100,133.500999
-188.1,100,133.567534
-160.4,100,133.632736
-128.6,100,134.258595
-187.2,100,134.322714
-244.9,100,134.386885
-315.1,100,134.448893
-229.2,100,134.510367
-181.7,100,134.570545
-168.3,100,134.633072
-269.3,100,134.696695
-191.4,100,134.757686
-201.2,100,134.81887
-182.5,100,134.881078
-204.2,100,134.9417
-197.0,100,135.00697
-270.7,100,135.073262
-169.4,100,135.147518
-305.0,100,135.214263
-193.0,100,135.279483
-336.8,100,135.342317
-291.9,100,135.406578
-271.6,100,135.473975
-257.9,100,135.54311
-224.4,100,136.468513
-208.4,100,136.534004
-233.2,100,136.597709
-173.0,100,136.660633
-135.6,100,136.724115
-343.3,100,136.784898
-178.6,100,136.84989
-195.9,100,136.912708
-195.3,100,136.975079
-168.8,100,137.036335
-141.2,100,137.097406
-189.5,100,137.158968
-141.7,100,137.226491
-292.4,100,137.292063
-311.5,100,137.35728
-203.9,100,137.419449
-217.9,100,137.480645
-163.0,100,137.543355
-154.7,100,137.612302
-174.9,100,137.682678
-163.4,100,138.763011
-218.2,100,138.830212
-208.2,100,138.8942
-233.0,100,138.956483
-265.9,100,139.01693
-210.5,100,139.078053
-200.6,100,139.138975
-299.0,100,139.20181
-216.7,100,139.263569
-138.0,100,139.328058
-184.4,100,139.389837
-248.9,100,139.450247
-248.3,100,139.511611
-277.4,100,139.572292
-217.4,100,139.631982
-227.8,100,139.695684
-161.9,100,139.757125
-155.1,100,139.822472
-214.9,100,139.883823
-142.5,100,139.944997
-198.6,100,140.005909
-159.2,100,140.633969
-209.3,100,140.698572
-187.4,100,140.762676
-153.8,100,140.82721
-207.8,100,140.888596
-214.6,100,140.949824
-178.9,100,141.01301
-153.5,100,141.074125
-278.1,100,141.135
-146.6,100,141.198277
-177.7,100,141.260815
-213.1,100,141.325384
-265.9,100,141.387658
-219.2,100,141.448609
-169.7,100,141.510535
-199.8,100,141.571852
-213.9,100,141.632116
-269.2,100,141.694286
-221.0,100,141.756666
-263.5,100,141.821018
-363.5,100,142.465108
-181.8,100,142.529095
-288.5,100,142.592807
-276.1,100,142.6549
-312.8,100,142.717766
-218.5,100,142.780846
-154.3,100,142.844642
-130.0,100,142.90677
-154.6,100,142.968043
-148.6,100,143.029695
-217.5,100,143.090293
-157.2,100,143.15849
-167.9,100,143.224112
-205.9,100,143.287693
-250.6,100,143.350375
-219.2,100,143.41226
-241.7,100,143.473895
-113.7,100,143.535271
-301.0,100,143.595258
-201.8,100,143.656903
-160.1,100,143.720118
-157.3,100,144.392807
-241.2,100,144.457173
-238.0,100,144.520297
-205.6,100,144.582181
-203.6,100,144.643865
-298.9,100,144.70805
-183.4,100,144.771817
-155.0,100,144.837167
-174.4,100,144.898897
-280.4,100,144.959772
-193.5,100,145.022034
-231.8,100,145.082583
-168.9,100,145.143272
-186.5,100,145.205622
-228.2,100,145.267861
-159.2,100,145.333251
-166.2,100,145.39533
-222.5,100,145.455977
-204.9,100,145.517824
-207.5,100,145.579672
-187.4,100,146.260197
-255.3,100,146.325469
-183.7,100,146.389675
-280.8,100,146.452181
-182.5,100,146.513483
-180.5,100,146.574682
-198.0,100,146.636103
-153.1,100,146.697313
-241.7,100,146.76101
-235.2,100,146.825892
-302.4,100,146.887353
-144.0,100,146.949278
-211.1,100,147.01023
-153.6,100,147.071728
-189.0,100,147.132616
-154.0,100,147.193387
-170.6,100,147.256532
-132.8,100,147.320239
-204.1,100,147.382112
-216.0,100,147.443454
-128.1,100,148.512607
-157.5,100,148.576805
-140.6,100,148.639544
-176.4,100,148.702153
-145.6,100,148.766532
-248.2,100,148.830559
-217.8,100,148.891966
-147.2,100,148.953631
-187.5,100,149.014876
-163.1,100,149.076473
-203.5,100,149.1379
-224.4,100,149.19864
-164.0,100,149.262099
-136.1,100,149.326383
-261.9,100,149.387884
-189.5,100,149.44875
-264.5,100,149.509462
-198.8,100,149.570346
-201.0,100,149.631031
-493.1,100,149.690979
-203.8,100,149.753401
-215.3,100,150.759975
-165.4,100,150.827964
-118.5,100,150.891602
-144.6,100,150.953826
-227.7,100,151.015558
-164.1,100,151.07663
-156.9,100,151.138462
-197.0,100,151.199633
-214.1,100,151.261982
-200.7,100,151.326564
-211.7,100,151.389326
-197.2,100,151.450891
-292.9,100,151.511741
-339.7,100,151.571798
-359.2,100,151.63193
-157.4,100,151.692816
-210.8,100,151.755125
-190.2,100,151.818889
-169.6,100,151.882557
-185.5,100,151.945211
-240.4,100,152.763305
-212.4,100,152.845242
-167.1,100,152.908901
-159.7,100,152.971231
-230.6,100,153.032279
-147.2,100,153.093075
-288.8,100,153.153873
-156.1,100,153.215036
-187.4,100,153.277394
-174.6,100,153.342519
-145.9,100,153.404055
-194.0,100,153.465138
-173.2,100,153.526211
-187.3,100,153.586828
-124.6,100,153.648327
-289.5,100,153.708555
-144.3,100,153.771127
-150.7,100,153.836104
-180.5,100,153.897065
-144.9,100,153.95858
-170.9,100,154.019603
-287.7,100,154.767549
-152.8,100,154.834108
-262.9,100,154.897135
-141.4,100,154.959231
-218.6,100,155.019279
-152.8,100,155.080153
-204.7,100,155.141093
-149.0,100,155.202383
-151.2,100,155.263096
-182.7,100,155.327502
-157.3,100,155.389926
-223.4,100,155.451803
-158.1,100,155.512899
-174.4,100,155.57455
-147.5,100,155.635549
-195.4,100,155.696358
-153.6,100,155.757291
-156.4,100,155.82104
-317.2,100,155.882642
-146.0,100,155.955306
-212.3,100,156.685281
-178.5,100,156.749386
-366.8,100,156.813829
-185.6,100,156.880283
-142.2,100,156.942629
-221.8,100,157.002929
-192.9,100,157.064231
-235.1,100,157.125237
-183.4,100,157.186636
-161.6,100,157.248906
-174.8,100,157.311894
-260.7,100,157.376304
-166.2,100,157.438393
-246.5,100,157.4996
-196.5,100,157.560736
-170.7,100,157.621404
-185.1,100,157.682036
-245.5,100,157.742763
-176.9,100,157.804833
-159.2,100,157.869828
-143.3,100,157.931992
-306.5,100,158.580648
-142.5,100,158.645162
-164.2,100,158.708629
-144.2,100,158.772074
-234.8,100,158.837552
-173.2,100,158.899675
-166.3,100,158.961163
-180.7,100,159.022954
-140.0,100,159.084716
-164.6,100,159.14546
-189.7,100,159.206296
-181.8,100,159.268559
-267.3,100,159.331977
-265.1,100,159.395541
-134.5,100,159.457047
-170.7,100,159.518558
-254.5,100,159.58009
-160.3,100,159.642072
-267.4,100,159.704293
-215.7,100,159.765719
-194.9,100,160.409321
-165.5,100,160.474201
-179.1,100,160.538386
-142.3,100,160.601449
-196.0,100,160.662787
-232.4,100,160.72452
-215.1,100,160.78581
-207.0,100,160.849821
-338.4,100,160.911583
-150.9,100,160.974139
-254.3,100,161.035731
-215.3,100,161.097521
-203.4,100,161.158876
-223.3,100,161.219435
-137.1,100,161.280656
-308.4,100,161.345173
-254.2,100,161.407176
-315.2,100,161.467056
-207.6,100,161.527776
-181.4,100,161.588875
-165.0,100,161.64938
-277.0,100,162.313152
-183.5,100,162.377162
-292.1,100,162.440226
-237.9,100,162.502496
-161.9,100,162.564171
-191.7,100,162.626198
-317.7,100,162.686757
-278.7,100,162.747717
-186.0,100,162.809037
-264.6,100,162.873624
-182.5,100,162.935828
-172.9,100,162.997277
-189.6,100,163.057931
-143.1,100,163.119026
-199.1,100,163.180076
-192.1,100,163.240401
-196.3,100,163.301956
-129.8,100,163.365746
-205.8,100,163.427565
-162.2,100,163.488464
-196.9,100,164.338173
-292.0,100,164.402895
-145.5,100,164.466238
-160.1,100,164.529446
-262.6,100,164.590052
-355.4,100,164.650119
-266.1,100,164.710926
-191.4,100,164.772979
-228.9,100,164.834002
-209.6,100,164.897792
-302.7,100,164.957833
-161.8,100,165.019033
-244.9,100,165.079127
-281.9,100,165.141026
-375.5,100,165.201048
-184.2,100,165.261597
-228.4,100,165.322272
-176.5,100,165.387698
-338.5,100,165.448604
-226.4,100,165.508698
-352.3,100,165.568572
-135.0,100,166.388502
-279.8,100,166.451008
-230.0,100,166.513564
-164.6,100,166.57559
-185.4,100,166.636642
-193.4,100,166.698153
-145.5,100,166.759503
-185.8,100,166.820376
-189.2,100,166.884876
-164.2,100,166.946163
-208.0,100,167.007782
-117.8,100,167.068972
-155.3,100,167.130299
-169.5,100,167.191202
-299.2,100,167.250998
-195.3,100,167.311563
-183.2,100,167.37525
-155.3,100,167.43724
-213.9,100,167.498465
-193.1,100,167.559182
-272.9,100,168.26878
-163.2,100,168.332954
-241.6,100,168.398146
-245.6,100,168.461044
-213.7,100,168.523235
-155.6,100,168.584992
-187.3,100,168.645516
-201.0,100,168.706866
-212.8,100,168.767759
-172.2,100,168.8291
-196.5,100,168.89376
-185.2,100,168.956051
-158.2,100,169.018013
-193.5,100,169.080028
-142.9,100,169.14142
-267.9,100,169.202151
-314.4,100,169.262516
-123.5,100,169.324209
-210.4,100,169.388028
-221.3,100,169.461572
-212.5,100,169.522211
-238.6,100,170.144519
-146.3,100,170.208807
-197.4,100,170.272449
-157.0,100,170.334312
-131.2,100,170.399798
-178.1,100,170.461839
-217.1,100,170.522416
-157.5,100,170.584531
-170.4,100,170.64663
-149.9,100,170.707836
-347.3,100,170.768279
-158.5,100,170.829209
-150.5,100,170.893353
-250.0,100,170.955743
-324.0,100,171.016325
-184.0,100,171.077431
-256.1,100,171.139793
-180.6,100,171.201433
-156.5,100,171.26245
-172.6,100,171.323306
-312.3,100,172.03913
-270.3,100,172.102029
-211.7,100,172.166007
-235.5,100,172.22834
-173.2,100,172.289287
-200.9,100,172.350085
-139.1,100,172.416356
-156.3,100,172.478753
-141.4,100,172.540545
-259.3,100,172.602376
-251.6,100,172.662994
-196.0,100,172.723456
-152.1,100,172.794279
-285.3,100,172.855031
-150.9,100,172.91965
-193.8,100,172.980852
-317.6,100,173.041248
-188.3,100,173.101917
-163.5,100,173.162954
-191.5,100,173.22393
-255.3,100,173.284652
-177.4,100,173.934968
-201.4,100,173.999017
-207.6,100,174.062141
-173.7,100,174.123944
-292.1,100,174.184155
-200.8,100,174.246068
-185.0,100,174.306715
-189.6,100,174.367427
-126.5,100,174.432372
-239.4,100,174.493416
-218.6,100,174.553465
-210.4,100,174.615542
-134.6,100,174.678026
-161.3,100,174.739249
-171.9,100,174.800242
-158.8,100,174.86068
-135.5,100,174.925479
-166.4,100,174.986808
-217.5,100,175.04785
-250.7,100,175.109316
-145.0,100,175.74702
-217.5,100,175.812569
-142.6,100,175.876883
-186.7,100,175.941844
-167.1,100,176.003129
-162.8,100,176.064854
-222.2,100,176.126025
-176.8,100,176.186857
-150.5,100,176.248241
-149.3,100,176.309198
-165.6,100,176.369914
-204.5,100,176.435094
-156.1,100,176.496814
-233.8,100,176.55798
-161.1,100,176.618781
-134.8,100,176.680534
-203.7,100,176.741731
-158.9,100,176.802456
-133.3,100,176.863258
-225.6,100,176.927171
-197.1,100,176.989195
-123.6,100,177.623839
-198.7,100,177.687932
-184.9,100,177.761695
-277.9,100,177.821795
-142.9,100,177.883385
-135.9,100,177.948552
-155.1,100,178.009822
-186.3,100,178.070336
-234.0,100,178.131028
-155.3,100,178.192007
-164.3,100,178.252772
-117.2,100,178.314564
-206.1,100,178.375575
-148.5,100,178.440444
-137.0,100,178.501332
-148.7,100,178.562566
-112.7,100,178.623435
-155.4,100,178.68365
-228.7,100,178.744109
-213.1,100,178.803895
-169.5,100,179.520751
-189.7,100,179.587045
-207.2,100,179.654371
-182.3,100,179.718944
-180.9,100,179.78404
-204.0,100,179.847159
-163.6,100,179.911779
-135.1,100,179.977058
-201.9,100,180.039118
-253.3,100,180.100607
-218.5,100,180.161219
-242.5,100,180.222863
-174.2,100,180.28392
-211.3,100,180.345861
-165.1,100,180.40816
-206.5,100,180.471934
-157.6,100,180.533191
-132.0,100,180.594284
-141.4,100,180.6552
-171.6,100,180.7171
-120.5,100,180.778187
-219.9,100,181.420023
-161.5,100,181.485554
-159.2,100,181.549454
-139.5,100,181.612051
-129.8,100,181.673453
-185.3,100,181.734016
-215.5,100,181.794801
-142.8,100,181.855503
-222.3,100,181.920702
-235.6,100,181.984135
-222.2,100,182.044413
-131.5,100,182.105582
-177.5,100,182.165694
-238.8,100,182.226354
-121.7,100,182.287499
-140.7,100,182.348046
-133.0,100,182.410808
-127.0,100,182.475355
-177.7,100,182.53814
-175.9,100,182.599719
-134.4,100,183.248489
-162.4,100,183.312814
-154.9,100,183.378317
-138.7,100,183.444423
-156.1,100,183.507124
-157.2,100,183.56858
-166.7,100,183.62993
-193.9,100,183.690758
-140.6,100,183.752392
-181.9,100,183.813057
-126.7,100,183.874519
-169.8,100,183.938663
-164.4,100,184.002413
-164.1,100,184.063772
-156.3,100,184.124722
-154.5,100,184.185998
-163.7,100,184.247097
-180.3,100,184.307821
-277.8,100,184.367769
-207.0,100,184.431996
-114.1,100,184.496068
-274.3,100,185.159954
-261.0,100,185.223432
-195.1,100,185.287221
-300.0,100,185.348351
-114.8,100,185.410887
-437.0,100,185.474876
-159.2,100,185.537892
-145.7,100,185.599432
-199.0,100,185.660426
-145.8,100,185.721673
-229.1,100,185.781818
-161.5,100,185.842895
-186.8,100,185.903955
-127.9,100,185.968338
-178.8,100,186.031223
-171.4,100,186.092554
-222.0,100,186.153234
-236.8,100,186.213583
-291.9,100,186.273264
-220.4,100,186.333679
-245.9,100,187.026976
-169.7,100,187.091504
-167.9,100,187.154242
-136.5,100,187.216972
-154.6,100,187.278958
-116.3,100,187.340502
-214.3,100,187.400244
-186.0,100,187.464927
-146.7,100,187.527758
-105.4,100,187.589503
-251.6,100,187.650298
-99.8,100,187.711276
-145.2,100,187.771883
-159.6,100,187.832398
-118.0,100,187.893401
-187.3,100,187.957105
-217.1,100,188.020155
-298.9,100,188.080345
-135.5,100,188.152491
-142.1,100,188.21345
-185.3,100,188.273781
-145.8,100,188.929136
-406.8,100,188.993299
-183.5,100,189.056365
-134.5,100,189.117705
-143.4,100,189.191095
-133.3,100,189.252318
-197.8,100,189.313285
-175.3,100,189.373953
-203.5,100,189.436747
-334.9,100,189.499303
-232.2,100,189.559263
-162.9,100,189.620616
-148.1,100,189.681852
-205.1,100,189.742602
-205.6,100,189.803154
-167.7,100,189.863499
-162.9,100,189.924169
-214.7,100,189.989857
-159.0,100,190.052001
-317.9,100,190.112089
-171.0,100,190.752794
-236.4,100,190.816566
-189.2,100,190.880282
-177.5,100,190.944384
-140.8,100,191.008882
-294.0,100,191.069238
-180.4,100,191.130205
-157.1,100,191.191359
-288.2,100,191.263406
-218.5,100,191.32468
-227.2,100,191.385795
-149.6,100,191.449229
-233.3,100,191.51314
-179.6,100,191.575566
-163.5,100,191.63685
-193.8,100,191.697948
-100.6,100,191.759503
-194.3,100,191.81969
-159.3,100,191.881013
-166.4,100,191.943589
-161.6,100,192.007782
-157.9,100,192.681322
-160.1,100,192.745822
-142.0,100,192.809857
-159.7,100,192.871946
-122.8,100,192.933428
-147.5,100,192.998094
-187.8,100,193.0613
-117.5,100,193.122747
-113.1,100,193.183946
-128.1,100,193.247462
-222.8,100,193.309805
-169.3,100,193.371314
-222.1,100,193.432171
-169.1,100,193.497235
-166.0,100,193.560867
-180.5,100,193.622023
-121.2,100,193.683271
-156.4,100,193.744659
-128.0,100,193.805551
-165.6,100,193.866761
-165.1,100,194.517415
-167.3,100,194.580971
-153.4,100,194.645291
-240.1,100,194.706458
-241.3,100,194.765909
-242.3,100,194.826051
-182.4,100,194.886461
-165.1,100,194.948372
-160.0,100,195.012102
-201.4,100,195.074474
-115.3,100,195.135956
-190.0,100,195.198573
-150.2,100,195.259841
-159.7,100,195.321225
-196.3,100,195.382594
-176.4,100,195.444064
-173.0,100,195.508131
-140.2,100,195.571431
-139.1,100,195.632196
-117.6,100,195.692639
-146.6,100,196.342688
-167.5,100,196.407627
-166.5,100,196.472889
-159.8,100,196.537927
-145.2,100,196.600355
-177.3,100,196.661437
-205.6,100,196.72212
-182.5,100,196.782908
-138.9,100,196.844529
-138.2,100,196.905859
-177.3,100,196.968764
-204.5,100,197.031804
-186.1,100,197.094795
-125.0,100,197.156177
-143.6,100,197.217548
-182.9,100,197.27821
-188.7,100,197.339223
-216.2,100,197.399688
-189.8,100,197.461991
-147.3,100,197.526969
-224.9,100,197.590151
-157.8,100,198.22536
-191.8,100,198.289243
-310.2,100,198.352111
-118.7,100,198.413915
-173.6,100,198.477336
-164.7,100,198.54163
-377.5,100,198.601927
-148.9,100,198.663415
-240.6,100,198.723217
-149.2,100,198.783971
-123.5,100,198.844723
-132.2,100,198.905703
-178.6,100,198.968986
-144.8,100,199.031749
-206.9,100,199.094335
-148.2,100,199.155395
-251.6,100,199.21651
-117.2,100,199.27766
-145.5,100,199.338018
-153.4,100,199.401216
-161.8,100,200.066181
-102.1,100,200.130942
-225.3,100,200.194595
-198.3,100,200.257048
-164.3,100,200.318478
-161.3,100,200.379638
-161.4,100,200.441141
-205.2,100,200.504655
-181.2,100,200.567718
-111.8,100,200.6295
-210.4,100,200.689313
-200.0,100,200.749644
-182.6,100,200.810325
-220.3,100,200.870802
-186.7,100,200.932051
-184.2,100,200.995782
-200.3,100,201.057924
-180.9,100,201.119281
-152.0,100,201.180541
-129.3,100,201.241744
-152.3,100,201.303047
-184.8,100,202.006703
-201.0,100,202.072462
-169.5,100,202.135982
-158.4,100,202.198655
-198.5,100,202.259421
-157.3,100,202.320323
-202.6,100,202.382079
-229.0,100,202.442893
-144.3,100,202.50687
-212.3,100,202.569057
-167.3,100,202.631583
-224.4,100,202.692327
-187.4,100,202.752239
-211.0,100,202.813038
-188.8,100,202.873416
-178.0,100,202.934209
-195.7,100,202.99826
-138.6,100,203.061637
-197.1,100,203.127606
-234.1,100,203.187623
-181.1,100,203.819483
-128.5,100,203.88392
-149.0,100,203.9473
-252.1,100,204.013235
-145.1,100,204.076653
-175.6,100,204.138833
-162.5,100,204.199757
-139.4,100,204.261275
-157.9,100,204.321638
-163.8,100,204.382371
-163.7,100,204.444721
-156.9,100,204.509621
-136.9,100,204.572631
-189.3,100,204.635198
-176.5,100,204.696298
-141.7,100,204.765443
-161.4,100,204.826356
-189.8,100,204.887474
-126.7,100,204.948298
-130.2,100,205.012532
-130.2,100,205.075567
-161.5,100,205.729541
-173.8,100,205.804219
-141.7,100,205.868424
-193.3,100,205.930716
-148.1,100,205.993885
-169.0,100,206.056808
-248.6,100,206.120457
-220.7,100,206.182484
-138.7,100,206.243694
-196.3,100,206.304793
-168.1,100,206.366759
-179.8,100,206.427971
-134.6,100,206.49143
-167.4,100,206.552644
-183.0,100,206.615254
-182.0,100,206.677484
-250.3,100,206.738546
-185.9,100,206.799765
-112.5,100,206.860354
-159.8,100,206.92133
-225.6,100,207.569549
-246.0,100,207.634689
-157.9,100,207.698015
-144.3,100,207.760803
-161.6,100,207.822853
-150.1,100,207.883739
-150.4,100,207.94489
-160.6,100,208.008494
-246.0,100,208.070701
-138.8,100,208.133788
-207.9,100,208.194088
-156.7,100,208.255877
-163.5,100,208.316949
-136.9,100,208.377622
-186.1,100,208.438992
-160.2,100,208.502838
-212.9,100,208.564909
-147.8,100,208.627837
-186.5,100,208.688906
-152.7,100,208.750373
-140.3,100,208.811497
-189.9,100,209.446608
-141.8,100,209.512634
-153.8,100,209.577309
-176.1,100,209.642335
-174.4,100,209.702879
-153.7,100,209.764105
-167.2,100,209.824803
-143.5,100,209.886279
-178.6,100,209.947996
-124.4,100,210.012632
-127.0,100,210.074961
-181.4,100,210.138077
-113.7,100,210.199382
-160.7,100,210.261707
-237.6,100,210.322173
-144.5,100,210.383459
-131.0,100,210.444007
-138.7,100,210.507577
-163.0,100,210.571015
-208.6,100,210.634035
-170.9,100,211.251504
-120.7,100,211.316402
-196.4,100,211.380557
-169.0,100,211.443552
-210.9,100,211.506669
-162.0,100,211.570039
-212.8,100,211.63313
-142.2,100,211.69478
-194.3,100,211.755222
-153.9,100,211.81674
-184.2,100,211.877045
-162.8,100,211.939026
-150.1,100,212.019713
-310.1,100,212.080692
-102.5,100,212.144162
-139.5,100,212.206572
-162.1,100,212.267851
-134.1,100,212.328834
-173.8,100,212.389736
-149.0,100,212.450514
-187.3,100,212.515689
-150.6,100,213.172081
-149.3,100,213.23681
-118.8,100,213.300505
-144.1,100,213.362942
-208.2,100,213.423868
-126.6,100,213.485118
-205.0,100,213.549672
-203.6,100,213.611081
-175.6,100,213.674541
-209.8,100,213.735508
-160.4,100,213.796954
-126.6,100,213.859273
-163.7,100,213.921376
-199.6,100,213.982397
-118.0,100,214.046789
-187.9,100,214.108118
-177.1,100,214.171642
-136.9,100,214.232384
-131.6,100,214.293726
-141.4,100,214.354836
-137.1,100,215.018503
-137.8,100,215.083584
-154.9,100,215.149386
-155.3,100,215.212648
-138.2,100,215.275196
-306.9,100,215.336348
-214.1,100,215.397059
-248.8,100,215.457142
-159.4,100,215.519469
-215.0,100,215.582992
-211.6,100,215.645241
-145.1,100,215.708234
-146.8,100,215.769636
-118.2,100,215.830503
-167.9,100,215.891147
-128.4,100,215.952334
-137.5,100,216.014593
-131.9,100,216.077894
-152.4,100,216.140972
-156.0,100,216.203817
-114.8,100,216.265536
-158.9,100,216.888889
-173.6,100,216.952845
-208.4,100,217.017843
-157.0,100,217.08218
-192.0,100,217.143836
-142.4,100,217.211765
-171.8,100,217.272715
-197.4,100,217.333778
-178.9,100,217.394283
-183.9,100,217.454886
-123.7,100,217.517565
