#{"t_start": 1737106724.9083571, "env_id": "None"}
r,l,t
0.0,100,328.372006
0.0,100,328.433393
0.0,100,328.492018
0.0,100,329.119095
-33.4,100,329.183487
-8.2,100,329.244069
0.0,100,329.303659
-2.0,100,329.362492
0.0,100,329.421065
-100.9,100,329.480528
0.0,100,329.539097
-40.6,100,329.598547
0.0,100,329.659246
0.0,100,329.717765
0.0,100,329.775241
0.0,100,329.83271
0.0,100,329.892086
0.0,100,329.951958
0.0,100,330.016468
0.0,100,330.075535
0.0,100,330.135209
0.0,100,330.1946
0.0,100,330.252946
0.0,100,330.310463
-152.7,100,330.98238
-63.8,100,331.043278
0.0,100,331.103669
0.0,100,331.165127
-1.0,100,331.22304
0.0,100,331.281105
-1.0,100,331.339259
0.0,100,331.39729
-1.0,100,331.463035
0.0,100,331.520385
0.0,100,331.577933
0.0,100,331.636311
0.0,100,331.697632
-1.0,100,331.758088
-1.0,100,331.819083
0.0,100,331.87722
0.0,100,331.934432
0.0,100,331.991977
0.0,100,332.048971
0.0,100,332.106224
-23.8,100,332.844035
0.0,100,332.908227
-1.0,100,332.969385
0.0,100,333.028944
-2.7,100,333.086969
0.0,100,333.146736
0.0,100,333.206297
0.0,100,333.266285
-1.0,100,333.32912
0.0,100,333.388704
0.0,100,333.447863
-4.2,100,333.524584
0.0,100,333.601653
-1.2,100,333.674916
0.0,100,333.740612
0.0,100,333.806311
0.0,100,333.869609
0.0,100,333.932263
0.0,100,333.994979
0.0,100,334.056946
0.0,100,334.118644
0.0,100,334.979243
0.0,100,335.040334
0.0,100,335.1007
0.0,100,335.162167
0.0,100,335.221094
0.0,100,335.278646
0.0,100,335.336751
0.0,100,335.394854
0.0,100,335.453073
0.0,100,335.513243
0.0,100,335.574909
0.0,100,335.635123
-1.0,100,335.69549
0.0,100,335.754473
0.0,100,335.812742
0.0,100,335.871215
0.0,100,335.929249
0.0,100,335.987082
-1.0,100,336.045495
0.0,100,336.104703
0.0,100,336.759452
0.0,100,336.861649
0.0,100,336.924239
0.0,100,336.985269
0.0,100,337.046332
0.0,100,337.107442
0.0,100,337.16939
0.0,100,337.230707
0.0,100,337.291554
-1.0,100,337.352367
0.0,100,337.413043
0.0,100,337.473479
0.0,100,337.535041
0.0,100,337.596402
0.0,100,337.659816
0.0,100,337.72141
0.0,100,337.780574
0.0,100,337.838389
0.0,100,337.896233
0.0,100,337.954154
0.0,100,338.66084
0.0,100,338.722522
0.0,100,338.78302
0.0,100,338.843502
0.0,100,338.901903
0.0,100,338.960004
0.0,100,339.020315
0.0,100,339.081775
0.0,100,339.142917
0.0,100,339.205669
0.0,100,339.266737
0.0,100,339.327155
0.0,100,339.387142
0.0,100,339.447212
0.0,100,339.507085
0.0,100,339.564868
0.0,100,339.6234
0.0,100,339.683902
0.0,100,339.742527
0.0,100,339.80046
0.0,100,339.85826
0.0,100,340.565112
0.0,100,340.62605
0.0,100,340.689887
0.0,100,340.750233
0.0,100,340.807919
0.0,100,340.865193
0.0,100,340.922507
0.0,100,340.980147
0.0,100,341.037198
0.0,100,341.095029
0.0,100,341.153827
0.0,100,341.213919
0.0,100,341.274597
0.0,100,341.334897
0.0,100,341.394249
0.0,100,341.451702
0.0,100,341.50952
-1.0,100,341.568218
0.0,100,341.626371
0.0,100,341.687381
0.0,100,342.378247
-31.2,100,342.441379
0.0,100,342.501185
0.0,100,342.561176
-0.8,100,342.620502
0.0,100,342.680737
-95.3,100,342.741109
0.0,100,342.798955
-43.3,100,342.862366
-0.5,100,342.920016
-40.5,100,342.97893
0.0,100,343.035912
-35.7,100,343.095061
-122.9,100,343.15884
-1.0,100,343.220809
0.0,100,343.279681
-27.7,100,343.339158
-1.6,100,343.397134
-16.1,100,343.455822
0.0,100,343.512991
0.0,100,343.570414
0.0,100,344.225262
-20.1,100,344.286828
0.0,100,344.346896
-8.2,100,344.407518
-1.0,100,344.465468
-12.3,100,344.527471
-63.6,100,344.586978
0.0,100,344.645106
0.0,100,344.705749
0.0,100,344.764471
0.0,100,344.82225
-0.3,100,344.880134
-46.2,100,344.939585
-17.5,100,345.002364
0.0,100,345.062843
-0.4,100,345.121826
0.0,100,345.180758
-0.1,100,345.241227
-11.9,100,345.300652
0.0,100,345.357866
-45.4,100,346.025902
-33.8,100,346.088653
-2.6,100,346.14979
0.0,100,346.212551
0.0,100,346.271606
0.0,100,346.329057
-14.7,100,346.387569
-0.1,100,346.445902
0.0,100,346.503719
0.0,100,346.56118
-7.5,100,346.619551
-5.8,100,346.679179
-31.1,100,346.741111
0.0,100,346.80206
-0.9,100,346.864155
-13.8,100,346.925155
0.0,100,346.983609
0.0,100,347.041943
0.0,100,347.099887
0.0,100,347.15745
-3.9,100,347.219617
0.0,100,347.830661
0.0,100,347.891073
0.0,100,347.951438
0.0,100,348.010964
-112.4,100,348.070962
0.0,100,348.128689
0.0,100,348.188698
0.0,100,348.248421
0.0,100,348.30651
0.0,100,348.364121
0.0,100,348.423218
0.0,100,348.481081
-0.2,100,348.539123
-6.1,100,348.599108
0.0,100,348.659909
0.0,100,348.722152
0.0,100,348.781443
0.0,100,348.839423
0.0,100,348.897137
-3.9,100,348.955106
-0.3,100,349.584303
0.0,100,349.646145
0.0,100,349.70962
0.0,100,349.773952
0.0,100,349.837987
-94.7,100,349.904231
-33.9,100,349.968991
0.0,100,350.030848
0.0,100,350.095162
0.0,100,350.159451
0.0,100,350.222575
0.0,100,350.287945
-0.1,100,350.348843
-2.7,100,350.410274
-68.6,100,350.47348
0.0,100,350.531853
0.0,100,350.589628
0.0,100,350.647161
0.0,100,350.706989
0.0,100,350.766621
0.0,100,350.825527
0.0,100,351.688737
0.0,100,351.751244
0.0,100,351.813337
0.0,100,351.874861
0.0,100,351.936339
0.0,100,351.998206
0.0,100,352.059567
0.0,100,352.121036
0.0,100,352.197411
0.0,100,352.260177
0.0,100,352.322932
0.0,100,352.38629
0.0,100,352.452963
0.0,100,352.519296
0.0,100,352.5861
0.0,100,352.649551
0.0,100,352.713717
0.0,100,352.775855
0.0,100,352.834564
-94.1,100,352.896821
0.0,100,353.513904
0.0,100,353.575033
0.0,100,353.634658
0.0,100,353.696321
0.0,100,353.757154
0.0,100,353.815221
0.0,100,353.873607
0.0,100,353.931064
0.0,100,353.988545
0.0,100,354.045906
0.0,100,354.104181
0.0,100,354.162422
0.0,100,354.225052
0.0,100,354.286025
0.0,100,354.346911
0.0,100,354.408411
0.0,100,354.468618
0.0,100,354.529385
0.0,100,354.589955
0.0,100,354.650969
0.0,100,354.712769
0.0,100,355.431564
0.0,100,355.492088
0.0,100,355.552181
0.0,100,355.611391
0.0,100,355.670567
0.0,100,355.731584
0.0,100,355.791081
0.0,100,355.848833
0.0,100,355.907205
0.0,100,355.965885
0.0,100,356.024495
0.0,100,356.089043
0.0,100,356.156432
0.0,100,356.22208
0.0,100,356.285589
0.0,100,356.346414
0.0,100,356.406834
0.0,100,356.467902
0.0,100,356.529262
0.0,100,356.589864
0.0,100,357.225133
0.0,100,357.286098
0.0,100,357.346695
0.0,100,357.40571
0.0,100,357.463586
0.0,100,357.521712
0.0,100,357.579405
0.0,100,357.637034
0.0,100,357.694431
0.0,100,357.755597
0.0,100,357.814006
0.0,100,357.871686
0.0,100,357.929909
0.0,100,357.988116
0.0,100,358.048805
0.0,100,358.110118
0.0,100,358.171411
0.0,100,358.233427
0.0,100,358.294716
0.0,100,358.355086
0.0,100,358.417589
0.0,100,359.151975
0.0,100,359.214914
0.0,100,359.275548
0.0,100,359.334887
0.0,100,359.393158
0.0,100,359.450551
0.0,100,359.508566
0.0,100,359.565815
0.0,100,359.624224
0.0,100,359.682295
0.0,100,359.742435
0.0,100,359.802216
0.0,100,359.863059
0.0,100,359.922843
0.0,100,359.980946
0.0,100,360.038705
0.0,100,360.096019
0.0,100,360.153736
0.0,100,360.211952
0.0,100,360.273608
-0.3,100,360.901578
-50.6,100,360.962795
-167.2,100,361.02352
-175.7,100,361.083854
-116.6,100,361.142672
-425.8,100,361.20028
-75.0,100,361.264333
-90.3,100,361.323306
-63.4,100,361.38356
-203.1,100,361.44161
-72.6,100,361.500911
-12.5,100,361.558716
-299.7,100,361.617892
-155.0,100,361.678475
-341.8,100,361.740123
-46.9,100,361.802248
-16.8,100,361.860787
-62.2,100,361.920044
-25.1,100,361.978341
-124.5,100,362.03737
-157.0,100,362.096291
-29.6,100,362.735798
-108.2,100,362.799948
-23.5,100,362.861197
-113.3,100,362.921159
-61.7,100,362.981445
-206.7,100,363.039578
-48.6,100,363.098279
-155.1,100,363.1569
-256.8,100,363.215444
-188.7,100,363.277402
-75.1,100,363.337413
-15.5,100,363.395508
-310.6,100,363.454844
-3.7,100,363.516801
-36.1,100,363.592684
-310.6,100,363.651814
-103.6,100,363.711046
-174.6,100,363.774101
-52.8,100,363.833423
-249.1,100,363.891509
-182.9,100,364.531575
-194.7,100,364.593367
-1.3,100,364.653429
-9.2,100,364.713168
-180.6,100,364.775545
-7.2,100,364.83469
-1.0,100,364.892589
-51.2,100,364.952543
-447.0,100,365.010357
-84.3,100,365.068293
-279.6,100,365.127006
-18.5,100,365.185354
-83.6,100,365.245804
0.0,100,365.307227
-66.6,100,365.369433
-263.4,100,365.430453
-152.0,100,365.488921
-27.6,100,365.547309
-24.1,100,365.606117
0.0,100,365.66349
-16.1,100,365.721513
-38.3,100,366.398221
-51.3,100,366.459544
-61.6,100,366.521117
-260.7,100,366.58049
-176.4,100,366.64004
-166.7,100,366.699364
-11.9,100,366.760241
-61.2,100,366.821538
-0.1,100,366.879106
0.0,100,366.936615
-131.9,100,366.995609
-13.7,100,367.054037
-18.9,100,367.114403
-18.3,100,367.176254
-1.0,100,367.236399
-7.0,100,367.298099
-11.7,100,367.356412
-9.0,100,367.415059
-150.2,100,367.474321
-44.9,100,367.533939
-47.1,100,368.150907
-24.4,100,368.211647
-56.7,100,368.275187
-8.8,100,368.336524
-29.5,100,368.396023
-92.4,100,368.455545
-107.5,100,368.514009
-33.2,100,368.574093
-106.8,100,368.632179
-4.1,100,368.690376
0.0,100,368.765923
-88.5,100,368.826801
-136.3,100,368.886357
-94.6,100,368.948416
-0.4,100,369.010349
-94.1,100,369.071819
-53.6,100,369.131554
0.0,100,369.189452
-38.4,100,369.24848
-2.8,100,369.309755
-2.0,100,369.367767
0.0,100,369.992336
0.0,100,370.052467
-88.9,100,370.113824
-56.2,100,370.174406
-56.2,100,370.233409
-3.9,100,370.294652
-0.1,100,370.352969
-2.7,100,370.41047
0.0,100,370.467892
-86.8,100,370.526816
-13.6,100,370.585329
-0.1,100,370.64322
-43.3,100,370.701945
-14.0,100,370.763804
-44.6,100,370.829246
-20.6,100,370.890252
-62.2,100,370.949554
0.0,100,371.006976
0.0,100,371.064233
-12.0,100,371.122717
-11.7,100,371.759624
0.0,100,371.822013
-29.0,100,371.883614
0.0,100,371.943256
-37.1,100,372.0028
-28.0,100,372.061484
-0.1,100,372.119717
0.0,100,372.177908
-3.1,100,372.235859
0.0,100,372.297203
-24.4,100,372.356957
-19.0,100,372.415516
-38.0,100,372.474684
-27.8,100,372.53579
-20.5,100,372.598183
-15.1,100,372.658577
-112.4,100,372.718007
-22.4,100,372.778625
-2.0,100,372.83832
-43.2,100,372.901738
-225.5,100,372.960075
-1.0,100,373.610876
-3.1,100,373.671708
-4.7,100,373.731546
-31.9,100,373.794994
-15.9,100,373.855446
-226.3,100,373.914835
-42.8,100,373.974653
0.0,100,374.031821
-10.2,100,374.090234
-80.7,100,374.149252
0.0,100,374.206672
-63.7,100,374.266922
-14.3,100,374.328493
0.0,100,374.390036
0.0,100,374.450257
0.0,100,374.50899
-60.3,100,374.568562
-2.3,100,374.626469
0.0,100,374.684614
-48.4,100,374.743876
-12.6,100,375.37942
-2.3,100,375.44036
0.0,100,375.499722
0.0,100,375.559386
0.0,100,375.617143
-76.1,100,375.67683
0.0,100,375.735832
0.0,100,375.795746
-43.6,100,375.855757
-47.3,100,375.914806
-13.5,100,375.973632
-0.4,100,376.031848
0.0,100,376.090375
-1.0,100,376.150839
-1.0,100,376.211879
-42.6,100,376.276249
-76.8,100,376.33799
0.0,100,376.395518
-19.5,100,376.453826
-1.0,100,376.511268
0.0,100,376.569566
0.0,100,377.198653
0.0,100,377.258964
-107.5,100,377.323712
0.0,100,377.382672
-44.4,100,377.441396
-23.5,100,377.500257
-1.6,100,377.559101
0.0,100,377.6183
-22.3,100,377.681469
0.0,100,377.741511
0.0,100,377.804864
0.0,100,377.866954
-0.1,100,377.929522
0.0,100,377.993971
-1.0,100,378.057049
-126.5,100,378.119099
-1.0,100,378.177618
0.0,100,378.235801
-1.0,100,378.296036
0.0,100,378.355684
-6.9,100,379.049295
-38.2,100,379.126917
0.0,100,379.192624
0.0,100,379.258081
0.0,100,379.32356
-1.0,100,379.386665
-7.8,100,379.450972
0.0,100,379.516784
-1.0,100,379.580254
0.0,100,379.643116
0.0,100,379.70442
0.0,100,379.766593
-0.1,100,379.829958
0.0,100,379.890755
0.0,100,379.949323
-1.0,100,380.007338
0.0,100,380.067239
-21.1,100,380.12684
0.0,100,380.185283
0.0,100,380.243508
0.0,100,380.304021
0.0,100,381.111165
0.0,100,381.172282
0.0,100,381.234357
0.0,100,381.296804
0.0,100,381.358887
0.0,100,381.418248
0.0,100,381.478285
0.0,100,381.538348
0.0,100,381.598119
0.0,100,381.659165
0.0,100,381.718765
0.0,100,381.779546
0.0,100,381.841554
-27.8,100,381.902485
-0.1,100,381.963198
0.0,100,382.022925
0.0,100,382.083406
-1.0,100,382.143149
0.0,100,382.201567
0.0,100,382.260049
0.0,100,383.029722
-20.0,100,383.094576
0.0,100,383.156173
0.0,100,383.218638
0.0,100,383.280255
0.0,100,383.342532
0.0,100,383.401034
-2.0,100,383.459423
0.0,100,383.520581
0.0,100,383.582871
0.0,100,383.644907
-2.0,100,383.709453
-1.0,100,383.773244
-11.9,100,383.83826
-1.0,100,383.899665
-1.0,100,383.961854
-1.0,100,384.023128
0.0,100,384.08424
-1.0,100,384.145565
0.0,100,384.207443
-1.0,100,385.021319
-1.0,100,385.08356
0.0,100,385.14366
0.0,100,385.20331
0.0,100,385.262109
-6.1,100,385.342445
0.0,100,385.406726
0.0,100,385.466717
-1.0,100,385.524772
-1.0,100,385.581984
0.0,100,385.644042
0.0,100,385.705518
0.0,100,385.765547
0.0,100,385.826303
-1.0,100,385.884457
0.0,100,385.942365
0.0,100,386.000324
0.0,100,386.064972
-1.0,100,386.129775
-8.5,100,386.194255
0.0,100,386.257987
-26.3,100,386.998572
-101.4,100,387.061173
-130.4,100,387.123089
-89.8,100,387.184496
-75.9,100,387.246841
-57.9,100,387.313768
-154.7,100,387.382292
-90.8,100,387.44829
-97.0,100,387.511635
-161.7,100,387.572374
-352.4,100,387.632279
-56.0,100,387.694982
-194.1,100,387.757156
-303.3,100,387.818351
-48.2,100,387.879284
-313.6,100,387.93806
-97.5,100,387.996989
-92.9,100,388.057089
-67.8,100,388.116994
-180.8,100,388.176817
-17.8,100,388.819787
-77.0,100,388.883856
-119.6,100,388.945198
-32.5,100,389.005296
-49.8,100,389.06496
-309.6,100,389.122615
-130.5,100,389.183452
-1.6,100,389.242826
-222.2,100,389.30133
-133.8,100,389.364659
-34.8,100,389.423982
-89.7,100,389.483909
-115.8,100,389.542534
-28.6,100,389.602543
-47.6,100,389.664057
-24.2,100,389.724167
-121.0,100,389.788987
-157.3,100,389.854484
-4.5,100,389.91649
-180.7,100,389.979256
-385.2,100,390.039295
-35.4,100,390.663069
-67.1,100,390.724947
-0.3,100,390.785763
0.0,100,390.847752
0.0,100,390.907544
-84.8,100,390.967643
-125.4,100,391.02631
-90.7,100,391.085375
-57.8,100,391.14485
0.0,100,391.202358
-77.6,100,391.262335
-108.1,100,391.323301
-147.3,100,391.385411
-144.2,100,391.448044
-35.3,100,391.511503
0.0,100,391.571568
-31.2,100,391.630307
-63.0,100,391.690269
-39.5,100,391.748863
-66.0,100,391.807887
-4.6,100,392.630617
-7.0,100,392.696347
-118.0,100,392.760356
-0.7,100,392.824665
0.0,100,392.888515
0.0,100,392.951265
-83.5,100,393.016232
-81.1,100,393.080758
-1.0,100,393.140811
-0.1,100,393.201191
-18.1,100,393.263921
-35.0,100,393.327717
-70.2,100,393.392935
0.0,100,393.454563
-126.4,100,393.514166
-1.0,100,393.576822
-4.6,100,393.640607
-60.3,100,393.704124
-132.2,100,393.768083
0.0,100,393.832674
-127.2,100,393.896803
-25.8,100,394.664932
-75.2,100,394.726343
-8.9,100,394.786517
-1.0,100,394.849372
-1.0,100,394.910148
0.0,100,394.973782
-54.4,100,395.037254
0.0,100,395.10037
0.0,100,395.162799
0.0,100,395.225288
0.0,100,395.287912
0.0,100,395.351607
-33.9,100,395.413616
0.0,100,395.472467
-0.5,100,395.530873
0.0,100,395.588714
0.0,100,395.64663
-69.8,100,395.705451
0.0,100,395.762587
-3.9,100,395.820492
-18.6,100,396.493323
0.0,100,396.554658
0.0,100,396.614496
0.0,100,396.674233
0.0,100,396.732934
-10.3,100,396.791836
-0.9,100,396.852462
0.0,100,396.912132
-2.6,100,396.970566
0.0,100,397.027991
-103.7,100,397.087118
0.0,100,397.144558
0.0,100,397.202767
0.0,100,397.263608
-12.1,100,397.326031
0.0,100,397.386929
0.0,100,397.446156
0.0,100,397.504384
-1.0,100,397.562097
-1.9,100,397.620084
-28.2,100,397.677689
-5.8,100,398.29685
0.0,100,398.35802
0.0,100,398.419897
0.0,100,398.479117
0.0,100,398.536612
-1.1,100,398.594898
0.0,100,398.652598
0.0,100,398.709793
-41.2,100,398.769758
0.0,100,398.827298
-155.1,100,398.88999
0.0,100,398.947915
0.0,100,399.004678
0.0,100,399.063897
-89.4,100,399.126662
-63.2,100,399.188907
-28.4,100,399.247124
0.0,100,399.30476
-6.1,100,399.36547
0.0,100,399.424246
-1.0,100,400.056086
0.0,100,400.116783
0.0,100,400.177484
0.0,100,400.23747
0.0,100,400.29583
0.0,100,400.355164
0.0,100,400.415435
-1.0,100,400.473519
0.0,100,400.5312
0.0,100,400.589032
0.0,100,400.647011
0.0,100,400.704688
0.0,100,400.762341
-2.4,100,400.821263
0.0,100,400.882945
0.0,100,400.943919
0.0,100,401.002617
0.0,100,401.060463
0.0,100,401.117729
0.0,100,401.175276
0.0,100,401.23268
0.0,100,401.863912
0.0,100,401.924599
-1.0,100,401.98399
0.0,100,402.043044
0.0,100,402.10038
0.0,100,402.157759
0.0,100,402.215173
0.0,100,402.272514
-3.4,100,402.330024
0.0,100,402.390426
0.0,100,402.449147
0.0,100,402.50753
0.0,100,402.5655
0.0,100,402.626031
0.0,100,402.688612
0.0,100,402.752179
0.0,100,402.815293
-1.0,100,402.879185
0.0,100,402.955447
0.0,100,403.019016
0.0,100,403.852487
0.0,100,403.917045
0.0,100,403.979507
-55.2,100,404.040387
0.0,100,404.098659
-1.0,100,404.156812
0.0,100,404.214652
-2.0,100,404.27281
0.0,100,404.330392
-1.0,100,404.389891
0.0,100,404.451246
0.0,100,404.512792
-1.0,100,404.573497
0.0,100,404.632374
-2.0,100,404.693319
-1.0,100,404.754774
-11.7,100,404.816981
0.0,100,404.879111
0.0,100,404.940116
-7.5,100,405.012479
-92.2,100,405.072937
-1.1,100,405.687153
-11.3,100,405.748477
0.0,100,405.808853
0.0,100,405.86894
0.0,100,405.930261
0.0,100,405.990002
0.0,100,406.053271
-70.5,100,406.119262
0.0,100,406.178643
-19.4,100,406.237994
0.0,100,406.29533
-95.4,100,406.354792
0.0,100,406.415737
-1.5,100,406.477636
0.0,100,406.539138
-5.7,100,406.603379
-38.0,100,406.668162
0.0,100,406.730736
-82.8,100,406.792163
-1.0,100,406.850474
0.0,100,407.583198
0.0,100,407.643611
0.0,100,407.70451
0.0,100,407.765082
0.0,100,407.822733
0.0,100,407.883363
0.0,100,407.944616
0.0,100,408.006434
-1.0,100,408.068969
0.0,100,408.131221
-1.0,100,408.192164
0.0,100,408.251217
0.0,100,408.311916
0.0,100,408.371896
0.0,100,408.433538
0.0,100,408.491138
-37.8,100,408.550301
0.0,100,408.608877
0.0,100,408.670609
0.0,100,408.734036
0.0,100,408.796691
-0.9,100,409.463846
0.0,100,409.526258
-55.4,100,409.591192
0.0,100,409.653707
0.0,100,409.714707
0.0,100,409.776951
0.0,100,409.836623
0.0,100,409.896203
0.0,100,409.955605
0.0,100,410.0136
0.0,100,410.072856
-1.0,100,410.130462
0.0,100,410.19139
0.0,100,410.251811
0.0,100,410.311484
0.0,100,410.370838
0.0,100,410.432398
0.0,100,410.490256
-0.2,100,410.547795
0.0,100,410.605831
0.0,100,411.221451
-66.9,100,411.283766
0.0,100,411.344787
0.0,100,411.406049
-62.6,100,411.467684
-22.6,100,411.527117
0.0,100,411.585245
0.0,100,411.643948
0.0,100,411.701437
-44.0,100,411.760653
0.0,100,411.818267
0.0,100,411.876718
0.0,100,411.93841
0.0,100,411.996774
0.0,100,412.058225
0.0,100,412.119401
0.0,100,412.178424
-1.8,100,412.236835
0.0,100,412.294565
0.0,100,412.352206
-1.0,100,412.412463
0.0,100,413.037046
0.0,100,413.098289
-1.0,100,413.158158
0.0,100,413.216938
0.0,100,413.274823
0.0,100,413.332541
0.0,100,413.392042
0.0,100,413.451933
0.0,100,413.509861
0.0,100,413.567059
-1.0,100,413.624619
0.0,100,413.682136
0.0,100,413.739817
-1.0,100,413.799397
-34.2,100,413.862152
0.0,100,413.923028
0.0,100,413.981836
0.0,100,414.03963
0.0,100,414.097947
0.0,100,414.15611
-1.0,100,414.998807
0.0,100,415.05864
0.0,100,415.11905
0.0,100,415.178933
0.0,100,415.23668
0.0,100,415.295041
0.0,100,415.354074
0.0,100,415.417192
0.0,100,415.479451
0.0,100,415.54182
0.0,100,415.604463
0.0,100,415.665744
0.0,100,415.723963
0.0,100,415.782071
0.0,100,415.839941
0.0,100,415.89967
-9.3,100,415.96087
0.0,100,416.019077
0.0,100,416.077113
0.0,100,416.140599
-1.0,100,416.203009
0.0,100,416.913845
0.0,100,416.975536
0.0,100,417.03546
0.0,100,417.095976
0.0,100,417.157084
0.0,100,417.218311
0.0,100,417.280387
0.0,100,417.341959
-1.0,100,417.403985
0.0,100,417.464307
0.0,100,417.521735
0.0,100,417.58124
0.0,100,417.641981
0.0,100,417.702708
-1.0,100,417.761906
0.0,100,417.819509
0.0,100,417.876858
0.0,100,417.93731
0.0,100,417.995474
0.0,100,418.052776
0.0,100,418.670486
-63.5,100,418.732064
-21.2,100,418.791937
-29.8,100,418.852442
-30.4,100,418.912556
-88.7,100,418.973605
-28.3,100,419.031876
-1.5,100,419.089943
-4.1,100,419.147654
-37.2,100,419.20681
-113.1,100,419.26615
-83.4,100,419.326468
-134.3,100,419.386021
-58.2,100,419.448714
-44.4,100,419.514737
-197.2,100,419.576921
-501.6,100,419.635432
-130.2,100,419.694422
-113.5,100,419.753762
-0.5,100,419.811041
-109.5,100,419.869719
-175.7,100,420.496674
-68.8,100,420.557506
-37.0,100,420.618208
-84.0,100,420.677067
-0.9,100,420.734908
-107.3,100,420.794147
-142.1,100,420.85203
0.0,100,420.91155
-190.0,100,420.971878
-44.0,100,421.031315
-49.0,100,421.090763
-124.1,100,421.149426
-9.4,100,421.206942
-23.1,100,421.268208
-169.8,100,421.33142
-53.3,100,421.392306
-82.8,100,421.453856
-235.6,100,421.512344
-18.0,100,421.570345
-129.5,100,421.628979
-49.3,100,422.340388
-166.5,100,422.405526
-92.7,100,422.46658
-31.3,100,422.530167
-282.3,100,422.594323
-224.2,100,422.659735
-23.7,100,422.722779
-35.0,100,422.7834
-100.1,100,422.841359
-29.6,100,422.899257
-7.9,100,422.959864
0.0,100,423.01962
-3.3,100,423.081577
0.0,100,423.142422
-18.8,100,423.204274
-72.9,100,423.269759
-241.6,100,423.335367
-16.5,100,423.398272
-41.2,100,423.464792
-17.6,100,423.531649
-161.9,100,423.597077
-49.3,100,424.329121
0.0,100,424.394355
0.0,100,424.458859
0.0,100,424.522676
-85.6,100,424.590811
-16.4,100,424.654125
-38.9,100,424.716388
-63.9,100,424.776655
-33.2,100,424.835471
-36.6,100,424.893897
-0.4,100,424.954762
0.0,100,425.016141
0.0,100,425.076744
-32.0,100,425.136282
-5.4,100,425.194525
-81.5,100,425.253233
0.0,100,425.311066
-37.2,100,425.370403
-9.2,100,425.43291
-51.6,100,425.494798
0.0,100,426.170072
0.0,100,426.231272
-62.8,100,426.293731
0.0,100,426.353689
0.0,100,426.412347
-15.8,100,426.474875
0.0,100,426.532817
-176.7,100,426.592336
0.0,100,426.650542
-47.0,100,426.709047
-72.9,100,426.778688
-53.6,100,426.837122
0.0,100,426.896305
-39.9,100,426.959794
0.0,100,427.021449
-44.8,100,427.080711
-16.5,100,427.138908
-16.2,100,427.197902
0.0,100,427.25575
0.0,100,427.31377
-19.0,100,427.371743
-7.3,100,428.016283
-11.5,100,428.07732
-9.3,100,428.137593
-0.1,100,428.197227
0.0,100,428.256333
0.0,100,428.315
0.0,100,428.372961
0.0,100,428.432084
0.0,100,428.493664
-4.8,100,428.552048
0.0,100,428.610472
-12.8,100,428.66873
0.0,100,428.727646
0.0,100,428.788605
0.0,100,428.851967
-0.2,100,428.911215
-0.1,100,428.973877
-22.0,100,429.034192
-46.2,100,429.095445
0.0,100,429.153682
0.0,100,429.789197
0.0,100,429.850255
0.0,100,429.909784
0.0,100,429.972197
0.0,100,430.031581
-51.5,100,430.091833
0.0,100,430.149443
0.0,100,430.207891
0.0,100,430.265465
0.0,100,430.323059
0.0,100,430.380593
-63.5,100,430.440812
0.0,100,430.501638
0.0,100,430.561075
-43.8,100,430.622876
0.0,100,430.684182
0.0,100,430.742283
0.0,100,430.80011
-7.9,100,430.857931
0.0,100,430.923796
0.0,100,431.566434
0.0,100,431.628752
0.0,100,431.689289
0.0,100,431.749554
-0.1,100,431.809131
0.0,100,431.873096
0.0,100,431.934179
-13.9,100,431.993525
0.0,100,432.053217
0.0,100,432.112843
0.0,100,432.172784
0.0,100,432.231955
0.0,100,432.291393
-5.6,100,432.35174
0.0,100,432.410962
0.0,100,432.470818
0.0,100,432.53086
0.0,100,432.591941
0.0,100,432.652781
0.0,100,432.712412
0.0,100,432.771948
-16.0,100,433.517185
0.0,100,433.578932
-0.4,100,433.641373
0.0,100,433.702302
0.0,100,433.762557
0.0,100,433.823071
0.0,100,433.883852
0.0,100,433.945118
-96.3,100,434.014325
0.0,100,434.076771
0.0,100,434.139219
0.0,100,434.202592
-0.9,100,434.267339
-0.2,100,434.329792
0.0,100,434.392366
0.0,100,434.457121
0.0,100,434.519145
0.0,100,434.581121
-1.1,100,434.641993
0.0,100,434.702011
0.0,100,435.53431
0.0,100,435.597176
0.0,100,435.658693
0.0,100,435.71963
0.0,100,435.780014
0.0,100,435.840619
0.0,100,435.900314
0.0,100,435.959633
0.0,100,436.019855
0.0,100,436.088314
0.0,100,436.148898
0.0,100,436.209483
0.0,100,436.269357
0.0,100,436.328497
0.0,100,436.38743
0.0,100,436.447168
0.0,100,436.505824
0.0,100,436.56598
0.0,100,436.626262
-0.5,100,436.68555
0.0,100,436.745648
-12.3,100,437.49011
0.0,100,437.552038
0.0,100,437.61216
0.0,100,437.673335
0.0,100,437.733533
-25.3,100,437.794351
-0.1,100,437.85516
0.0,100,437.915565
0.0,100,437.975194
0.0,100,438.034678
-1.4,100,438.095841
-10.6,100,438.156875
0.0,100,438.217482
-1.2,100,438.27908
-7.7,100,438.339783
0.0,100,438.399935
0.0,100,438.459988
0.0,100,438.520855
0.0,100,438.580136
-49.3,100,438.641636
0.0,100,439.343255
0.0,100,439.40438
-83.8,100,439.4674
0.0,100,439.529351
-8.8,100,439.589998
-94.5,100,439.651134
0.0,100,439.710873
0.0,100,439.771746
-29.9,100,439.832756
-16.6,100,439.893712
