env_steps,critic_loss,q1,q2,actor_loss,entropy,coef,critic_grad_norm,critic_seq_grad_norm,actor_grad_norm,actor_seq_grad_norm
33200,48022.8952,-13992.1458,-13991.9029,-256.2789,3.9696,1.0,106975.9176,319001.6602,0.2928,0.0
33300,48023.152,-14164.3685,-14164.3993,-259.4052,3.9694,1.0,253998.7006,902898.5781,0.2818,0.0
33400,49056.4712,-14055.1998,-14055.2089,-257.3962,3.9695,1.0,162725.6868,545147.5469,0.2536,0.0
33500,179236.4422,-13820.3599,-13816.1161,-253.4154,3.9694,1.0,329983.4655,1079446.5781,0.3315,0.0
33600,105282.2429,-13935.8693,-13937.5132,-255.3444,3.9694,1.0,156732.7517,448029.1875,0.2587,0.0
33700,63727.118,-14018.471,-14018.3492,-256.8396,3.9694,1.0,114945.6334,432507.0781,0.2667,0.0
33800,52128.9934,-14168.972,-14168.6577,-259.6263,3.9696,1.0,55146.0125,174682.9629,0.2746,0.0
33900,49316.6844,-13576.1599,-13576.3063,-248.7276,3.9694,1.0,59667.8371,192499.8555,0.2728,0.0
34000,48243.438,-13930.0508,-13930.727,-255.1833,3.9695,1.0,119130.6472,358400.3672,0.2962,0.0
34100,48473.9212,-13889.9405,-13889.4625,-254.4818,3.9696,1.0,74393.6899,183695.9805,0.2489,0.0
34200,48630.3984,-14277.9071,-14277.8499,-261.5984,3.9695,1.0,100942.0271,362892.0234,0.3467,0.0
34300,48338.8084,-14127.3543,-14128.2004,-258.8196,3.9694,1.0,129358.8247,458618.4531,0.3195,0.0
34400,48352.4778,-14176.0887,-14175.9323,-259.7424,3.9695,1.0,45990.4681,120857.8398,0.2737,0.0
34500,47630.716,-14336.5867,-14337.6927,-262.653,3.9694,1.0,80330.4722,281766.8906,0.271,0.0
34600,47920.3085,-13945.9003,-13945.2274,-255.5194,3.9695,1.0,58920.8781,177836.4492,0.3115,0.0
34700,48448.0586,-14141.7245,-14142.1358,-259.1591,3.9694,1.0,86128.889,275585.0391,0.3554,0.0
34800,51000.5237,-13907.8665,-13908.2903,-254.8062,3.9695,1.0,205500.5162,726103.1641,0.2889,0.0
34900,49709.8801,-14314.316,-14314.1436,-262.2131,3.9695,1.0,70944.2362,168816.0586,0.2828,0.0
35000,48904.4827,-14078.4514,-14078.8479,-257.9247,3.9695,1.0,60117.6014,176706.0312,0.3028,0.0
35100,49456.6921,-14207.6878,-14207.6175,-260.3492,3.9694,1.0,134729.0303,436527.0391,0.3006,0.0
35200,49915.6466,-14038.4195,-14038.8843,-257.2944,3.9694,1.0,127358.3325,448781.7344,0.3475,0.0
35300,50976.576,-14206.3902,-14206.7114,-260.2823,3.9695,1.0,63807.169,174372.1523,0.3199,0.0
35400,50183.8712,-14308.6349,-14308.456,-262.1737,3.9694,1.0,37824.667,116626.4805,0.281,0.0
35500,50996.2734,-14492.6583,-14492.5797,-265.5656,3.9696,1.0,68663.8907,220085.8594,0.2713,0.0
35600,51207.2329,-14247.7053,-14248.0011,-261.0823,3.9696,1.0,191792.8692,703425.9688,0.3193,0.0
35700,53115.7569,-14188.8458,-14189.1025,-260.0234,3.9695,1.0,182333.0944,613629.6172,0.2964,0.0
35800,52161.7358,-13949.3728,-13949.8677,-255.6122,3.9695,1.0,85363.9056,262923.1016,0.3737,0.0
35900,51786.9011,-13917.7799,-13918.7048,-255.0923,3.9694,1.0,87367.8792,253628.8945,0.2918,0.0
36000,51850.3488,-14519.3242,-14519.2285,-266.1034,3.9695,1.0,35286.1072,111153.7012,0.3537,0.0
36100,51799.0689,-14425.6916,-14426.2831,-264.3557,3.9695,1.0,113503.8055,351496.2305,0.3098,0.0
36200,52429.4434,-14115.9639,-14115.9052,-258.7045,3.9695,1.0,89730.4366,294400.3633,0.3411,0.0
36300,52682.6034,-14110.2738,-14110.9908,-258.5755,3.9696,1.0,121536.7691,402524.5703,0.295,0.0
36400,53279.5193,-14062.1924,-14061.7826,-257.717,3.9694,1.0,47177.3013,126953.127,0.2752,0.0
36500,53196.0906,-14161.7937,-14162.0073,-259.5837,3.9694,1.0,82902.8651,256625.0312,0.3149,0.0
36600,54775.5171,-14433.4314,-14433.933,-264.5088,3.9694,1.0,131078.9405,442338.4922,0.311,0.0
36700,68546.2746,-14347.698,-14346.9076,-263.025,3.9695,1.0,413547.0723,1453050.4062,0.2705,0.0
36800,57481.8093,-14537.7794,-14538.7888,-266.3491,3.9695,1.0,57622.3758,176309.5312,0.3015,0.0
36900,53801.5923,-14342.9249,-14343.1613,-262.8902,3.9694,1.0,62567.2598,191589.5547,0.2909,0.0
37000,53499.6626,-14376.3395,-14377.2628,-263.4632,3.9695,1.0,53278.9354,131058.9824,0.5315,0.0035
37100,53985.9644,-14266.9103,-14266.8229,-261.526,3.9691,1.0,128188.3736,470595.6406,1.1852,0.0911
37200,53740.3617,-14529.0909,-14529.852,-266.2752,3.957,1.0,56949.5677,181920.5273,0.9107,0.056
37300,53482.794,-14218.3129,-14220.0271,-260.5672,3.9636,1.0,71977.0557,174013.4688,0.855,0.0327
37400,56765.8629,-14620.6171,-14620.2821,-267.9215,3.9658,1.0,199881.8792,709886.375,0.6932,0.0224
37500,55662.7111,-14176.3483,-14177.4532,-259.783,3.9681,1.0,136557.01,444261.7344,0.7644,0.0424
37600,54476.5603,-14435.2566,-14434.559,-264.5095,3.9685,1.0,36372.0433,109526.502,0.7311,0.0401
37700,54345.8905,-14461.4343,-14462.2396,-265.0349,3.9682,1.0,89803.8024,272919.1445,0.7445,0.0537
37800,56596.7016,-14289.0336,-14289.6378,-261.8972,3.9649,1.0,380659.0061,1372919.6875,0.9712,0.0575
37900,58040.5462,-14399.7388,-14400.2539,-263.9501,3.9595,1.0,81374.1959,217986.418,0.8928,0.0574
